Id,SalePrice
1461,6764220.764
1462,3009809.795
1463,4554987.177
1464,4458130.08
1465,4823571.943
1466,4177347.49
1467,3986566.24
1468,3737322.188
1469,4810142.694
1470,4878578.473
1471,4866637.687
1472,2504167.107
1473,3012735.654
1474,4153878.52
1475,2932660.255
1476,7190886.769
1477,8162810.617
1478,6946427.014
1479,6474721.947
1480,9146483.842
1481,7185197.683
1482,4649805.477
1483,4110431.035
1484,4171410.335
1485,3817259.123
1486,4153873.574
1487,9099745.452
1488,8266436.123
1489,6352337.587
1490,5027998.192
1491,4615555.589
1492,4008782.259
1493,4386588.607
1494,7232717.602
1495,6767648.522
1496,4852636.905
1497,5559397.437
1498,4543253.043
1499,4536018.928
1500,4528852.591
1501,4180498.839
1502,4682217.929
1503,8028368.438
1504,5632148.654
1505,5646538.391
1506,5078448.52
1507,6272153.936
1508,6385506.87
1509,4170620.925
1510,4603970.731
1511,4740107.659
1512,4881854.379
1513,4522038.809
1514,165220.546
1515,3854798.937
1516,4425504.043
1517,3024713.433
1518,5404741.11
1519,5868360.403
1520,2937236.299
1521,2979534.282
1522,4183286.029
1523,2492960.656
1524,2988475.671
1525,2881840.347
1526,2513193.254
1527,6252674.765
1528,2669037.255
1529,4549989.992
1530,4182447.586
1531,2312126.617
1532,84890.043
1533,5191469.647
1534,2303492.611
1535,2341132.73
1536,2987052.886
1537,7212481.332
1538,2803958.859
1539,5946955.31
1540,153315.151
1541,5877986.357
1542,3451490.963
1543,3095735.173
1544,1901848.59
1545,2290635.467
1546,5374069.023
1547,2324084.679
1548,2972062.806
1549,5793870.221
1550,4503137.896
1551,2785937.29
1552,5359505.737
1553,151323.716
1554,1757516.535
1555,3507245.929
1556,1756702.743
1557,150968.192
1558,2249624.706
1559,132585.755
1560,4251130.475
1561,181049.698
1562,3922497.359
1563,2640907.617
1564,5557217.564
1565,4504287.864
1566,6517527.175
1567,4117637.801
1568,4981971.735
1569,4492750.278
1570,4389081.589
1571,2022666.284
1572,3470579.334
1573,5466387.347
1574,4740151.247
1575,5038639.559
1576,9486781.219
1577,5801689.104
1578,4580623.18
1579,5405798.088
1580,4864733.289
1581,2947544.178
1582,4511815.411
1583,8028337.744
1584,5897297.91
1585,3984487.08
1586,2216538.385
1587,3035894.401
1588,3218728.42
1589,4450935.558
1590,3328876.379
1591,76373.499
1592,2491950.241
1593,3739691.768
1594,138926.108
1595,121721.446
1596,3086041.342
1597,4586893.054
1598,4492385.728
1599,5661192.36
1600,5044170.972
1601,1843246.655
1602,5828036.411
1603,3118718.432
1604,5060548.969
1605,6990044.524
1606,4454632.051
1607,7278160.371
1608,6234040.201
1609,4925290.684
1610,3769036.924
1611,4945476.282
1612,5881746.461
1613,6406256.383
1614,2430490.226
1615,71588.465
1616,70108.76
1617,2689309.39
1618,3304536.351
1619,4650236.601
1620,5791911.304
1621,5381072.263
1622,2641550.849
1623,4646019.764
1624,5840710.465
1625,4737872.895
1626,4976004.436
1627,4459467.56
1628,6036992.387
1629,3712850.061
1630,5481628.254
1631,4724030.071
1632,5061542.801
1633,3766816.053
1634,4186451.172
1635,3897833.471
1636,4075414.637
1637,5344532.327
1638,5042327.467
1639,4588543.598
1640,4282740.652
1641,4539865.66
1642,5540829.735
1643,5593978.13
1644,5375386.043
1645,4545623.045
1646,4945509.554
1647,4759639.839
1648,4479908.822
1649,3197964.191
1650,5335863.262
1651,5339478.335
1652,2502844.76
1653,2723861.899
1654,4161492.91
1655,4154514.365
1656,4155578.714
1657,4158315.557
1658,4172349.703
1659,3257806.82
1660,6119078.738
1661,7232128.553
1662,8213097.09
1663,8508530.098
1664,7360246.904
1665,7909383.243
1666,8795508.175
1667,6172048.282
1668,8784999.4
1669,6670892.964
1670,8069035.525
1671,5567413.143
1672,8450207.288
1673,6926771.249
1674,8193505.787
1675,4616969.407
1676,5891512.686
1677,4622389.88
1678,9063506.203
1679,6585568.054
1680,6240510.413
1681,5182974.321
1682,6664744.309
1683,4562425.984
1684,3736438.588
1685,3757645.495
1686,3811681.76
1687,3830010.353
1688,4178465.025
1689,4172506.796
1690,3840698.012
1691,3764809.539
1692,6127634.424
1693,3831838.228
1694,3752785.079
1695,3785564.33
1696,6269220.177
1697,3873936.263
1698,7697581.643
1699,7732512.096
1700,6137174.817
1701,5947161.003
1702,9142550.38
1703,6865819.578
1704,7955885.901
1705,4736378.436
1706,7634577.81
1707,5052414.899
1708,5903238.326
1709,9239456.319
1710,6536327.296
1711,7379809.155
1712,4971840.275
1713,6726441.753
1714,5586539.728
1715,5933195.908
1716,5444388.309
1717,4597023.103
1718,146224.076
1719,4577006.472
1720,7960338.082
1721,5431552.132
1722,130966.084
1723,5391445.549
1724,7400087.641
1725,5335097.461
1726,5002717.09
1727,5122128.819
1728,4705357.902
1729,4392707.485
1730,5724793.295
1731,3760308.845
1732,6783366.225
1733,4114087.34
1734,2732447.649
1735,2866995.348
1736,2397781.383
1737,8175849.851
1738,4984568.429
1739,6716688.667
1740,5350320.705
1741,6046869.526
1742,4180090.587
1743,4791154.899
1744,6143801.869
1745,5182205.487
1746,5025327.803
1747,7375029.34
1748,4919547.242
1749,4739854.193
1750,3206027.08
1751,4988791.589
1752,2940907.725
1753,4165364.646
1754,4736831.152
1755,4666437.634
1756,3692079.193
1757,2899785.967
1758,7144922.818
1759,5411644.731
1760,5720469.174
1761,4890367.031
1762,5178186.752
1763,3538469.705
1764,3114299.338
1765,5209568.457
1766,5003563.903
1767,5130728.364
1768,2737277.659
1769,4191064.29
1770,2843940.036
1771,2897135.047
1772,3344691.116
1773,2790393.45
1774,4689370.125
1775,2837262.317
1776,4479047.349
1777,2254632.73
1778,2223260.789
1779,5730255.76
1780,3905223.42
1781,2367599.702
1782,3395791.8
1783,6694094.645
1784,2687261.387
1785,2536972.877
1786,4996984.952
1787,5864413.347
1788,96942.734
1789,5358232.353
1790,2966352.622
1791,8496706.998
1792,3472074.159
1793,4542233.364
1794,4528070.32
1795,2945472.882
1796,3635215.042
1797,8341159.365
1798,2786863.776
1799,2260398.343
1800,2743206.134
1801,3600544.134
1802,5399902.424
1803,4562361.199
1804,5281871.954
1805,2527822.138
1806,1609855.539
1807,3130749.41
1808,4414179.668
1809,108171.956
1810,3772250.109
1811,162535.158
1812,148691.813
1813,2917986.095
1814,2738569.761
1815,2821254.434
1816,2739511.7
1817,6738306.096
1818,3496506.411
1819,2696483.735
1820,59243.443
1821,2049567.898
1822,5989708.949
1823,75323.838
1824,2115703.259
1825,3175969.582
1826,3024026.073
1827,2505457.869
1828,2403138.616
1829,10930379.352
1830,5403868.895
1831,2129003.283
1832,149077.594
1833,3033575.103
1834,3611272.965
1835,179558.182
1836,3653084.888
1837,93980.939
1838,2938159.139
1839,2095265.73
1840,118210.085
1841,2425222.192
1842,2134794.727
1843,6219684.138
1844,4733468.905
1845,3623442.954
1846,4515658.481
1847,3246072.534
1848,-1783.183
1849,4644600.679
1850,3211249.031
1851,2342275.618
1852,2421605.624
1853,2581846.4
1854,4384845.179
1855,5436021.852
1856,4528881.659
1857,5410282.644
1858,6721209.68
1859,3759812.043
1860,6291340.811
1861,3758329.928
1862,7736396.272
1863,7736396.272
1864,7736396.272
1865,10706442.27
1866,8036962.142
1867,8477265.511
1868,5062632.332
1869,6237444.388
1870,7609017.49
1871,7959698.271
1872,4191625.262
1873,5011950.894
1874,4123668.827
1875,5132249.299
1876,4659923.955
1877,5478054.247
1878,5773281.37
1879,3251444.869
1880,4156443.928
1881,11470707.847
1882,5456767.813
1883,5215366.082
1884,5757745.123
1885,4987609.038
1886,5050219.526
1887,4866040.622
1888,7632826.552
1889,4171285.807
1890,5066470.69
1891,4931990.026
1892,2999041.586
1893,1964259.747
1894,146120.593
1895,3004824.645
1896,2443081.057
1897,2385639.606
1898,1747095.29
1899,4163573.753
1900,2096580.335
1901,4140978.22
1902,2937990.479
1903,3863401.096
1904,3691413.7
1905,4404456.305
1906,2802551.242
1907,5451147.617
1908,4219407.117
1909,4376747.02
1910,4346022.769
1911,4738977.267
1912,5315128.112
1913,5428296.783
1914,1864725.505
1915,4689973.112
1916,2607881.962
1917,6098245.789
1918,3310457.893
1919,5086527.121
1920,6298965.75
1921,7469967.127
1922,8387246.485
1923,4229977.199
1924,5490901.962
1925,4662521.806
1926,8740094.047
1927,3630374.051
1928,4742800.983
1929,3166721.923
1930,4048850.505
1931,6476312.332
1932,4133025.549
1933,8374187.591
1934,4446171.65
1935,3975842.186
1936,4485259.167
1937,3700583.397
1938,3858507.056
1939,5099818.404
1940,4835191.638
1941,4364699.06
1942,3973346.08
1943,4432623.646
1944,6542371.935
1945,6441326.843
1946,4681884.892
1947,5381694.104
1948,6901824.137
1949,5078989.866
1950,5649924.05
1951,5286998.338
1952,5264771.272
1953,4366593.437
1954,4666372.027
1955,4528826.598
1956,12302769.855
1957,4462221.811
1958,7455252.801
1959,4541456.904
1960,2743044.474
1961,5364629.771
1962,2505804.17
1963,3312418.089
1964,2507877.971
1965,4343611.263
1966,4149858.897
1967,8515799.241
1968,6283440.439
1969,6776905.163
1970,8116164.168
1971,10877759.954
1972,9480890.34
1973,6244070.601
1974,7198381.35
1975,7598773.405
1976,6938210.368
1977,7131226.099
1978,7588879.196
1979,8246256.418
1980,4630756.026
1981,8927912.407
1982,5230022.089
1983,5226687.378
1984,4513716.943
1985,6096027.667
1986,6310737.642
1987,4098991.354
1988,3765258.205
1989,3850826.229
1990,4180964.782
1991,4622389.88
1992,4145488.876
1993,3851235.918
1994,3881318.895
1995,4281644.534
1996,4956820.708
1997,6579914.172
1998,8849746.788
1999,5508765.785
2000,7138796.649
2001,7397331.447
2002,6094075.223
2003,8003395.201
2004,8273817.559
2005,4611629.051
2006,5574546.43
2007,6267816.806
2008,4404436.466
2009,5145136.338
2010,4560991.637
2011,152209.653
2012,4599749.463
2013,4976377.431
2014,4518279.679
2015,4621452.312
2016,5906847.497
2017,4816386.159
2018,3606866.844
2019,3938567.344
2020,2914491.34
2021,2618464.296
2022,4569693.845
2023,4616915.271
2024,4575018.192
2025,6138011.245
2026,4707356.858
2027,4524724.942
2028,5094947.796
2029,4161242.934
2030,4788444.871
2031,5223432.248
2032,5640049.934
2033,4677706.228
2034,4380775.724
2035,5161869.945
2036,4581427.125
2037,4582713.027
2038,8059270.165
2039,4587287.61
2040,8201776.567
2041,5278193.198
2042,4470688.754
2043,4864840.883
2044,4859663.729
2045,5474516.296
2046,4566655.914
2047,4416037.345
2048,5367663.793
2049,5423301.17
2050,4420895.226
2051,2525123.903
2052,4227358.714
2053,2547744.303
2054,2169528.95
2055,4291174.728
2056,2541873.642
2057,2961592.41
2058,4581390.386
2059,2784549.376
2060,4529162.566
2061,4204621.401
2062,3621546.684
2063,2294920.516
2064,5934511.667
2065,3744240.765
2066,5094263.618
2067,2876452.384
2068,4579978.194
2069,3614975.998
2070,2716499.588
2071,2875564.252
2072,13724469.2
2073,3512637.812
2074,4691278.838
2075,3793391.548
2076,5393627.086
2077,2977249.438
2078,2831347.38
2079,5372675.365
2080,2650997.538
2081,2307917.625
2082,159642.701
2083,4521246.916
2084,3274033.554
2085,2517650.634
2086,2913485.609
2087,3762273.034
2088,3118699.696
2089,2440148.998
2090,2956748.54
2091,103193.447
2092,4127797.356
2093,2245592.282
2094,137200.91
2095,7688275.918
2096,1898009.528
2097,138055.856
2098,8066212.071
2099,2715519.469
2100,131809.836
2101,3996219.796
2102,2767794.247
2103,2888963.637
2104,3755607.915
2105,179259.012
2106,3776929.396
2107,3345811.515
2108,2900562.11
2109,2899103.221
2110,2758795.502
2111,2468640.984
2112,2322157.538
2113,2303135.187
2114,1936851.336
2115,2349311.983
2116,3472639.493
2117,6271093.264
2118,2305370.874
2119,1560478.943
2120,3345607.099
2121,2613879.345
2122,3148391.755
2123,1558492.039
2124,3839614.928
2125,5411310.436
2126,6293147.471
2127,3465576.921
2128,2237551.18
2129,4119950.349
2130,2944649.56
2131,3812893.501
2132,3751303.162
2133,3031473.76
2134,3610300.722
2135,5371984.125
2136,94820.771
2137,2300777.056
2138,4145233.7
2139,4540267.509
2140,2809917.11
2141,4740524.595
2142,2599876.054
2143,4755279.286
2144,3757695.538
2145,2856014.028
2146,5803931.995
2147,5878397.124
2148,5840486.984
2149,8444596.468
2150,4564961.81
2151,2376667.703
2152,140898.22
2153,3103365.067
2154,89152.4
2155,2686266.698
2156,5886827.004
2157,5092890.458
2158,4374454.326
2159,4532457.979
2160,4591525.383
2161,8137216.649
2162,12648306.397
2163,8287848.027
2164,7648065.505
2165,4188289.939
2166,4935496.297
2167,5301165.037
2168,5665783.111
2169,5070511.768
2170,5928272.253
2171,4972876.302
2172,5381879.563
2173,4162510.537
2174,5440349.508
2175,6895061.729
2176,6813690.619
2177,5693932.971
2178,5333296.948
2179,3990542.2
2180,6787083.959
2181,4505610.128
2182,7652002.733
2183,5767931.333
2184,2518696.748
2185,4716869.701
2186,4509217.794
2187,5081309.196
2188,4153829.461
2189,5989859.168
2190,57205.637
2191,66385.624
2192,64899.652
2193,102503.043
2194,78868.084
2195,2714120.92
2196,2955679.148
2197,1978638.333
2198,2998156.591
2199,4535970.378
2200,3488182.181
2201,3778558.178
2202,1853482.795
2203,5615102.101
2204,2356254.43
2205,2168398.921
2206,3274624.765
2207,7378608.93
2208,4821401.931
2209,4603623.271
2210,4326401.121
2211,1883634.395
2212,2333012.193
2213,104944.636
2214,2816935.547
2215,3370272.768
2216,3408179.151
2217,4481197.448
2218,1772375.511
2219,1840667.67
2220,2077036.895
2221,5083451.981
2222,4667814.012
2223,7469710.309
2224,7657706.255
2225,4537683.506
2226,4101488.127
2227,4890665.623
2228,7458419.157
2229,5817808.391
2230,3763595.455
2231,6288903.981
2232,4173241.777
2233,5453081.353
2234,4505703.065
2235,4213776.994
2236,5004042.9
2237,8441019.944
2238,7346602.47
2239,116416.498
2240,3733655.615
2241,7889546.659
2242,4673614.334
2243,3186710.385
2244,2797564.412
2245,2797172.463
2246,2479819.326
2247,89618.384
2248,2492897.228
2249,2508648.559
2250,4510440.562
2251,2761973.259
2252,4955741.528
2253,3688753.649
2254,3791359.246
2255,4290103.605
2256,4018423.588
2257,4591359.857
2258,4004617.531
2259,3738466.127
2260,4519628.362
2261,4571771.803
2262,4640016.5
2263,6970504.364
2264,10498813.38
2265,7722669.72
2266,5364587.247
2267,6938292.588
2268,6955287.378
2269,4533209.969
2270,4599963.578
2271,6267737.211
2272,4601091.273
2273,4676198.78
2274,4520845.905
2275,8786285.159
2276,5534417.913
2277,4613125.384
2278,5388554.352
2279,3486841.017
2280,2541480.934
2281,4866657.243
2282,4963075.136
2283,2509216.84
2284,2546417.645
2285,3043894.476
2286,3386857.973
2287,6978743.648
2288,8087205.297
2289,8856722.962
2290,9861538.411
2291,6412580.46
2292,8362294.615
2293,8894181.836
2294,7789016.317
2295,11105034.912
2296,6907654.005
2297,7471893.032
2298,8018152.331
2299,8700706.056
2300,7767243.172
2301,7325112.03
2302,8262182.882
2303,5305142.05
2304,8234783.901
2305,5957193.371
2306,5957193.371
2307,4397772.05
2308,5967252.292
2309,5431544.322
2310,5228347.976
2311,4563905.689
2312,5387798.489
2313,3821389.675
2314,4317160.81
2315,4188774.696
2316,3370781.991
2317,3722598.69
2318,4202472.021
2319,3832563.398
2320,4400446.614
2321,5988874.09
2322,3732476.286
2323,4173989.424
2324,3817667.375
2325,5093114.218
2326,3816958.151
2327,4170740.204
2328,4189508.12
2329,4202742.952
2330,4364040.318
2331,8755280.672
2332,7718883.263
2333,7210113.315
2334,5720998.141
2335,4979671.667
2336,8805335.694
2337,5713035.948
2338,8003707.17
2339,4656564.873
2340,10316951.889
2341,4575824.506
2342,4645447.265
2343,6350975.747
2344,5453758.51
2345,8071806.16
2346,5663145.032
2347,5439191.448
2348,5609661.315
2349,5272254.878
2350,8303309.228
2351,5687299.525
2352,6258460.164
2353,7035266.279
2354,129184.254
2355,166780.134
2356,5410152.614
2357,5380198.685
2358,4697802.822
2359,2698997.063
2360,2917992.201
2361,6379411.058
2362,5410850.365
2363,4103197.884
2364,5120790.799
2365,5151549.378
2366,4618352.539
2367,4581288.703
2368,4458371.668
2369,5058232.241
2370,4156006.563
2371,4183768.258
2372,5900143.907
2373,5290283.591
2374,10392951.583
2375,4619894.072
2376,5261945.56
2377,6497183.646
2378,3886927.67
2379,5404240.313
2380,4523314.07
2381,4980735.914
2382,4889531.764
2383,4511225.106
2384,4541008.975
2385,4543918.372
2386,2964300.577
2387,2933220.604
2388,4915947.22
2389,3739042.298
2390,4137010.218
2391,7278751.597
2392,2931851.234
2393,4159773.94
2394,4131998.814
2395,5098331.198
2396,2762236.625
2397,4861917.586
2398,4763218.633
2399,124832.233
2400,16928.855
2401,2897209.311
